"Referred.a.Friend" "Number.of.Referrals" "Tenure.in.Months" "Offer" "Phone.Service" "Avg.Monthly.Long.Distance.Charges" "Multiple.Lines" "Internet.Service" "Internet.Type" "Avg.Monthly.GB.Download" "Online.Security" "Online.Backup" "Device.Protection.Plan" "Premium.Tech.Support" "Streaming.TV" "Streaming.Movies" "Streaming.Music" "Unlimited.Data" "Contract" "Paperless.Billing" "Payment.Method" "Monthly.Charge" "Total.Regular.Charges" "Total.Refunds" "Total.Extra.Data.Charges" "Total.Long.Distance.Charges" "Gender" "Age" "Married" "Dependents" "Number.of.Dependents" "Latitude" "Longitude" "Population" "Churn.Value" "CLTV" "Total.Customer.Svc.Requests" "Product.Service.Issues.Reported" "Customer.Satisfaction"
"5461" "Yes" 8 41 "Offer B" "Yes" 39.53 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Bank Withdrawal" 19.5 798.2 0 0 1620.73 "Male" 27 "Yes" "Yes" 1 38.460517 -122.790335 36125 0 2446 1 0 "-99"
"3109" "Yes" 1 37 "Offer C" "Yes" 43.01 "No" "Yes" "Cable" 51 "No" "No" "No" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "No" "Credit Card" 91.2 3247.55 0 165.63 1591.37 "Male" 23 "Yes" "Yes" 3 37.515556 -122.502311 3064 0 5263 1 1 "s5"
"4676" "Yes" 9 15 "None" "Yes" 46.68 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 25.2 387.9 0 0 700.2 "Female" 35 "Yes" "No" 0 34.059281 -118.30742 43019 0 4411 0 0 "-99"
"1574" "No" 0 3 "None" "Yes" 17.87 "Yes" "Yes" "Fiber Optic" 28 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 78.26 242 0 68 53.61 "Female" 40 "No" "No" 0 34.702766 -116.093376 23 1 5898 3 0 "-99"
"5225" "Yes" 7 61 "Offer B" "Yes" 31.49 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 20.4 1226.45 0 0 1920.89 "Male" 42 "Yes" "Yes" 3 36.414216 -121.360597 13003 0 5897 1 1 "-99"
"734" "No" 0 5 "None" "Yes" 43.99 "No" "Yes" "Fiber Optic" 27 "Yes" "Yes" "No" "Yes" "No" "No" "No" "Yes" "Two Year" "No" "Credit Card" 59.9 287.85 0 7.77 219.95 "Female" 79 "No" "No" 0 38.148862 -121.737696 5246 0 3662 1 1 "-99"
"298" "No" 0 1 "None" "Yes" 22.56 "Yes" "Yes" "Cable" 2 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 52.572 50.55 0 0 22.56 "Female" 69 "No" "No" 0 37.421299 -120.599587 11463 0 3357 1 2 "-99"
"1083" "Yes" 4 54 "Offer B" "No" 0 "No" "Yes" "Fiber Optic" 4 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 24.95 1364.75 0 55 0 "Male" 76 "Yes" "No" 0 38.69549 -121.307864 41636 0 4691 0 0 "-99"
"6773" "Yes" 3 64 "None" "No" 0 "No" "Yes" "Fiber Optic" 19 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 60.05 3845.45 0 0 0 "Male" 48 "Yes" "Yes" 1 34.028735 -118.317236 47143 0 4120 0 0 "-99"
"5562" "Yes" 1 13 "Offer D" "Yes" 40.2 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 19.85 252 0 0 522.6 "Male" 35 "Yes" "Yes" 3 38.549822 -121.266725 929 0 2928 2 0 "s4"
"3620" "Yes" 3 54 "None" "Yes" 48.45 "Yes" "Yes" "DSL" 28 "No" "Yes" "No" "Yes" "Yes" "No" "No" "No" "One Year" "Yes" "Bank Withdrawal" 70.7 3770 0 1056 2616.3 "Male" 49 "Yes" "No" 0 34.108455 -118.362081 49839 0 5276 0 0 "-99"
"2013" "No" 0 15 "Offer D" "Yes" 14.79 "Yes" "Yes" "Cable" 65 "No" "Yes" "No" "Yes" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 60.944 939.7 0 611 221.85 "Male" 29 "No" "No" 0 38.049457 -121.21653 6951 1 2003 3 1 "-99"
"811" "No" 0 1 "Offer E" "Yes" 11.51 "No" "Yes" "Fiber Optic" 21 "No" "No" "No" "No" "No" "No" "No" "Yes" "Two Year" "No" "Bank Withdrawal" 46.3 46.3 0 0 11.51 "Male" 71 "No" "No" 0 32.64164 -116.985026 12884 0 2546 2 0 "s4"
"3907" "No" 0 21 "Offer D" "Yes" 30.88 "No" "Yes" "DSL" 15 "Yes" "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "One Year" "No" "Mailed Check" 64.85 1336.8 0 0 648.48 "Female" 55 "No" "No" 0 34.122501 -117.320138 23146 1 3302 2 0 "-99"
"114" "Yes" 1 32 "None" "Yes" 49.6 "Yes" "Yes" "Cable" 11 "No" "No" "No" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "No" "Bank Withdrawal" 88.712 2661.1 0 293 1587.2 "Male" 76 "Yes" "No" 0 34.110444 -118.156957 23984 1 2712 5 2 "-99"
"3755" "No" 0 7 "Offer E" "Yes" 3.34 "No" "Yes" "Fiber Optic" 13 "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 78.5 571.05 0 74 23.38 "Female" 44 "No" "No" 0 34.133809 -117.523724 12937 0 3601 1 1 "-99"
"5006" "Yes" 3 15 "None" "Yes" 37.9 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 20.05 284.3 0 0 568.5 "Female" 57 "Yes" "Yes" 1 33.680302 -117.833296 22499 1 3591 1 1 "-99"
"3563" "No" 0 17 "None" "Yes" 31.6 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "Yes" "Credit Card" 20.1 279.5 0 0 537.2 "Male" 46 "No" "No" 0 40.759401 -122.939337 3749 0 2185 0 0 "-99"
"4560" "No" 0 47 "None" "Yes" 48.03 "No" "Yes" "Fiber Optic" 69 "Yes" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Credit Card" 75.45 3545.1 0 244.61 2257.41 "Female" 19 "No" "No" 0 39.53222 -122.594879 587 0 4995 0 0 "-99"
"4838" "No" 0 53 "None" "Yes" 14.54 "Yes" "Yes" "Fiber Optic" 18 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 84.6 4449.75 0 0 770.62 "Female" 55 "No" "Yes" 2 34.144703 -117.770299 35530 0 4733 2 0 "-99"
"3889" "Yes" 5 22 "Offer D" "Yes" 33.46 "No" "Yes" "Cable" 29 "No" "No" "No" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 80.15 1790.65 0 519 736.12 "Female" 59 "Yes" "Yes" 3 35.478736 -115.516984 162 0 4732 1 0 "-99"
"6943" "Yes" 3 32 "None" "No" 0 "No" "Yes" "Fiber Optic" 14 "Yes" "Yes" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 35.15 1051.05 0 0 0 "Female" 57 "Yes" "Yes" 1 34.083086 -117.737997 46626 0 3163 0 0 "-99"
"610" "No" 0 29 "Offer C" "Yes" 6.59 "No" "Yes" "Fiber Optic" 21 "No" "Yes" "Yes" "No" "Yes" "Yes" "No" "Yes" "One Year" "Yes" "Bank Withdrawal" 101.45 2948.6 0 0 191.11 "Male" 79 "No" "No" 0 38.598936 -120.963092 24738 0 5285 0 0 "-99"
"5923" "Yes" 9 69 "None" "Yes" 26.35 "Yes" "Yes" "Cable" 53 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "No" "Bank Withdrawal" 86.9 6194.1 0 0 1818.15 "Male" 47 "Yes" "Yes" 3 32.587557 -116.636816 91 0 4667 1 0 "-99"
"6120" "Yes" 2 70 "Offer A" "Yes" 35.9 "Yes" "Yes" "Fiber Optic" 59 "Yes" "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "One Year" "No" "Bank Withdrawal" 78.35 5445.95 0 0 2513 "Male" 25 "Yes" "Yes" 1 34.581308 -118.931948 21633 0 4422 0 0 "-99"
"1344" "No" 0 1 "Offer E" "Yes" 6.08 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "No" "Mailed Check" 19.65 19.65 0 0 6.08 "Female" 50 "No" "No" 0 38.326215 -122.718742 7936 1 5881 0 0 "-99"
"4021" "Yes" 1 4 "None" "Yes" 28.55 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 19.95 82.9 0 0 114.2 "Female" 30 "Yes" "Yes" 2 34.956577 -119.750142 798 0 2951 2 0 "s4"
"897" "Yes" 7 10 "None" "Yes" 25.13 "No" "Yes" "DSL" 30 "Yes" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Bank Withdrawal" 75.3 720.45 0 216 251.3 "Male" 80 "Yes" "No" 0 37.410236 -121.320337 15536 0 4254 1 1 "s4"
"5149" "Yes" 7 72 "Offer A" "Yes" 28.59 "Yes" "Yes" "Fiber Optic" 58 "No" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "Two Year" "Yes" "Credit Card" 97.7 6869.7 0 3984 2058.48 "Female" 26 "Yes" "No" 0 37.04584 -118.397236 13309 0 5406 1 0 "-99"
"60" "No" 0 8 "None" "Yes" 11.57 "No" "Yes" "DSL" 30 "Yes" "No" "No" "Yes" "Yes" "Yes" "Yes" "No" "Month-to-Month" "No" "Credit Card" 104.312 832.35 0 250 92.56 "Male" 66 "No" "No" 0 37.516791 -121.899117 46917 1 5084 2 4 "s1"
"2354" "Yes" 4 31 "None" "Yes" 3.73 "Yes" "Yes" "DSL" 14 "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 108.368 3243.45 1 454 115.63 "Female" 51 "Yes" "No" 0 37.671806 -121.007575 52872 1 5000 2 2 "s1"
"4265" "Yes" 6 52 "Offer B" "Yes" 41.34 "Yes" "Yes" "Fiber Optic" 24 "Yes" "Yes" "Yes" "Yes" "No" "Yes" "Yes" "No" "One Year" "Yes" "Credit Card" 81.4 4354.45 0 1045 2149.68 "Male" 64 "Yes" "No" 0 38.377165 -123.037957 1785 0 4628 0 0 "-99"
"2328" "No" 0 68 "Offer A" "Yes" 21.74 "Yes" "Yes" "Cable" 80 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "One Year" "No" "Bank Withdrawal" 112.788 7176.55 1 5741 1478.32 "Male" 24 "No" "No" 0 38.052209 -122.775567 248 0 4454 4 2 "s3"
"6854" "Yes" 6 67 "None" "Yes" 8.82 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Credit Card" 20.8 1411.9 0 0 590.94 "Male" 48 "Yes" "Yes" 2 33.801869 -117.995068 29694 0 5626 0 0 "-99"
"5431" "Yes" 1 4 "Offer E" "Yes" 16.68 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Credit Card" 24.1 73.1 0 0 66.72 "Male" 55 "Yes" "Yes" 2 37.420273 -120.66527 55 0 4463 0 0 "-99"
"747" "Yes" 5 60 "Offer B" "Yes" 10.4 "Yes" "Yes" "DSL" 5 "No" "No" "No" "Yes" "Yes" "Yes" "No" "Yes" "Two Year" "Yes" "Bank Withdrawal" 99 6017.9 0 0 624 "Male" 69 "Yes" "No" 0 37.666587 -120.411517 1749 1 4763 2 0 "-99"
"4908" "No" 0 41 "Offer B" "Yes" 29.19 "Yes" "Yes" "Fiber Optic" 4 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 98.05 3990.6 0 0 1196.79 "Female" 43 "No" "No" 0 33.752938 -116.230055 2743 1 5614 2 0 "-99"
"2798" "Yes" 9 46 "Offer B" "Yes" 35.46 "Yes" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "Yes" "Bank Withdrawal" 24.45 1066.15 0 0 1631.16 "Female" 55 "Yes" "No" 0 33.694501 -116.412711 29340 0 2438 1 0 "-99"
"3136" "No" 0 16 "None" "Yes" 38.02 "No" "Yes" "Fiber Optic" 25 "No" "Yes" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 75.1 1212.85 0 30.32 608.32 "Female" 44 "No" "No" 0 37.721052 -122.413573 40137 0 5176 1 0 "-99"
"3156" "No" 0 25 "None" "Yes" 25.2 "Yes" "Yes" "DSL" 23 "Yes" "Yes" "Yes" "Yes" "No" "Yes" "Yes" "No" "Month-to-Month" "No" "Bank Withdrawal" 81.75 2028.8 0 467 630 "Male" 59 "No" "No" 0 38.049292 -122.228415 3193 0 5917 1 1 "-99"
"5916" "No" 0 12 "Offer D" "Yes" 13.88 "Yes" "Yes" "DSL" 8 "No" "No" "No" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 94.55 1173.55 0 0 166.56 "Male" 38 "No" "No" 0 32.64164 -116.985026 12884 0 5674 1 0 "-99"
"4858" "Yes" 9 45 "Offer B" "Yes" 10.21 "Yes" "Yes" "Fiber Optic" 11 "Yes" "Yes" "Yes" "Yes" "Yes" "No" "No" "No" "Month-to-Month" "No" "Credit Card" 81.3 3541.1 0 390 459.45 "Female" 51 "Yes" "Yes" 2 32.688506 -116.938632 2606 0 3111 1 0 "-99"
"1440" "Yes" 1 61 "None" "Yes" 46.95 "Yes" "Yes" "Cable" 23 "Yes" "Yes" "No" "No" "Yes" "Yes" "Yes" "No" "One Year" "Yes" "Bank Withdrawal" 110.24 6547.7 0 1506 2863.95 "Male" 52 "Yes" "No" 0 38.982373 -122.047751 4796 1 4334 2 0 "-99"
"4357" "No" 0 40 "Offer B" "Yes" 23.74 "Yes" "Yes" "Cable" 22 "No" "Yes" "No" "Yes" "Yes" "No" "No" "Yes" "One Year" "No" "Credit Card" 70.75 2921.75 0 0 949.6 "Male" 33 "Yes" "No" 0 37.553469 -120.952825 32881 0 5507 1 1 "s5"
"2781" "No" 0 61 "None" "Yes" 23.45 "Yes" "Yes" "DSL" 8 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Bank Withdrawal" 89.65 5308.7 0 425 1430.45 "Female" 52 "No" "No" 0 32.957195 -117.202542 28201 0 6149 1 0 "-99"
"6308" "No" 0 10 "None" "Yes" 49.04 "No" "Yes" "Fiber Optic" 23 "Yes" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Credit Card" 51.65 524.5 0 0 490.4 "Male" 38 "No" "No" 0 37.590421 -122.306467 32488 0 4292 1 2 "-99"
"1683" "No" 0 5 "Offer E" "Yes" 40.15 "Yes" "Yes" "Fiber Optic" 21 "No" "No" "No" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 98.644 462.8 0 0 200.75 "Male" 44 "No" "No" 0 36.878364 -121.629781 3373 1 5701 4 2 "-99"
"1518" "No" 0 16 "Offer D" "Yes" 46.99 "Yes" "Yes" "DSL" 19 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 75.556 1194.3 0 0 751.84 "Female" 35 "No" "No" 0 34.1692 -118.372498 36625 1 2850 6 2 "-99"
"1757" "No" 0 5 "None" "Yes" 3.61 "No" "Yes" "Cable" 76 "Yes" "No" "No" "Yes" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 56.368 308.25 0 0 18.05 "Female" 21 "No" "No" 0 38.556306 -121.495817 21313 0 5476 0 0 "-99"
"1296" "No" 0 58 "Offer B" "Yes" 44.5 "Yes" "Yes" "Cable" 52 "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 107.38 6017.65 0 0 2581 "Male" 20 "No" "No" 0 33.141265 -116.967221 48690 1 6105 1 1 "s1"
"5780" "Yes" 1 22 "Offer D" "Yes" 49.66 "No" "Yes" "Cable" 3 "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 104.6 2180.55 0 6.54 1092.52 "Male" 53 "Yes" "No" 0 33.788208 -118.404955 24979 0 2429 1 0 "-99"
"5335" "No" 0 50 "None" "Yes" 15.1 "No" "Yes" "Fiber Optic" 9 "No" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Credit Card" 100.2 5038.45 0 0 755 "Female" 36 "No" "No" 0 38.377165 -123.037957 1785 0 5419 0 0 "-99"
"3250" "No" 0 39 "None" "Yes" 5.4 "Yes" "Yes" "Fiber Optic" 16 "No" "No" "No" "Yes" "No" "No" "No" "No" "Two Year" "Yes" "Credit Card" 53.85 2200.7 1 352 210.6 "Male" 60 "No" "No" 0 37.255479 -121.889838 31926 0 2380 3 0 "s3"
"6627" "Yes" 2 38 "None" "Yes" 13.67 "Yes" "Yes" "Fiber Optic" 30 "No" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "No" "One Year" "No" "Credit Card" 78.95 2862.55 0 859 519.46 "Male" 56 "Yes" "Yes" 3 38.733908 -120.453416 8577 0 2125 1 1 "s5"
"4556" "No" 0 14 "None" "Yes" 18.46 "No" "Yes" "Cable" 26 "No" "No" "Yes" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Bank Withdrawal" 76.45 1117.55 0 0 258.44 "Male" 20 "No" "No" 0 39.681488 -121.83721 32848 0 2292 0 0 "-99"
"3766" "Yes" 10 70 "None" "Yes" 30.06 "Yes" "Yes" "Fiber Optic" 24 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "Yes" "Credit Card" 85.95 5931.75 0 1424 2104.2 "Male" 33 "Yes" "No" 0 34.072121 -117.698319 34447 0 6354 1 0 "s5"
"3721" "Yes" 4 46 "None" "Yes" 14.91 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "Yes" "Mailed Check" 20.1 936.85 0 0 685.86 "Male" 35 "Yes" "Yes" 2 34.286131 -118.435969 33389 0 3392 1 1 "-99"
"872" "Yes" 2 72 "Offer A" "Yes" 44.89 "Yes" "Yes" "DSL" 24 "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "No" "Two Year" "Yes" "Credit Card" 115.75 8443.7 0 2026 3232.08 "Female" 75 "Yes" "No" 0 37.797526 -122.464531 2240 1 6205 0 0 "-99"
"2424" "No" 0 13 "Offer D" "Yes" 35.96 "Yes" "Yes" "Cable" 46 "No" "No" "No" "No" "No" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 87.984 1115.2 0 513 467.48 "Female" 27 "No" "No" 0 41.486953 -120.913975 417 1 2659 3 0 "-99"
"6110" "Yes" 1 61 "None" "Yes" 17.73 "No" "Yes" "Cable" 2 "No" "Yes" "Yes" "Yes" "No" "Yes" "Yes" "No" "Month-to-Month" "No" "Credit Card" 94.15 5731.85 0 115 1081.53 "Male" 63 "Yes" "No" 0 33.918043 -117.617809 16998 0 4806 1 0 "s3"
"1468" "No" 0 34 "None" "Yes" 7.99 "Yes" "Yes" "Fiber Optic" 84 "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Month-to-Month" "Yes" "Credit Card" 114.192 3587.25 0 0 271.66 "Female" 23 "No" "No" 0 32.957195 -117.202542 28201 1 3410 2 0 "-99"
"138" "Yes" 1 57 "None" "Yes" 49.91 "Yes" "Yes" "Cable" 23 "No" "Yes" "Yes" "No" "No" "Yes" "No" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 99.06 5427.05 1 1248 2844.87 "Male" 74 "Yes" "No" 0 33.601309 -117.902304 4242 1 6259 5 0 "s2"
"2521" "Yes" 1 24 "None" "Yes" 17.73 "Yes" "Yes" "Cable" 32 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 78.416 1747.85 0 559 425.52 "Female" 55 "Yes" "No" 0 32.747484 -117.166877 30202 1 2325 2 1 "s3"
"2495" "No" 0 1 "Offer E" "Yes" 5.1 "Yes" "Yes" "DSL" 11 "No" "No" "Yes" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 82.732 79.55 0 0 5.1 "Female" 56 "No" "No" 0 34.207295 -118.400022 57146 0 5571 2 0 "-99"
"3299" "No" 0 47 "Offer B" "Yes" 3.47 "No" "Yes" "Cable" 12 "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "No" "Credit Card" 74.45 3510.3 0 421 163.09 "Female" 33 "No" "No" 0 37.394536 -120.890747 7177 0 3459 2 1 "-99"
"4804" "No" 0 1 "Offer E" "Yes" 15.76 "No" "Yes" "Fiber Optic" 13 "No" "No" "No" "No" "No" "No" "No" "No" "Month-to-Month" "Yes" "Credit Card" 44.9 44.9 0 0 15.76 "Male" 44 "No" "No" 0 34.238802 -118.482296 57017 0 2451 0 0 "-99"
"3497" "No" 0 18 "Offer D" "Yes" 2.76 "No" "Yes" "Fiber Optic" 26 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 71.1 1247.75 0 0 49.68 "Female" 19 "No" "No" 0 39.346898 -121.759537 9763 0 4911 2 0 "s5"
"6772" "Yes" 9 46 "None" "Yes" 12.68 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "Two Year" "No" "Credit Card" 19.4 958.15 0 0 583.28 "Female" 46 "Yes" "Yes" 3 34.039224 -118.266293 15140 0 4630 0 0 "-99"
"1304" "Yes" 1 12 "None" "Yes" 37.65 "No" "No" "None" 0 "No" "No" "No" "No" "No" "No" "No" "No" "One Year" "No" "Bank Withdrawal" 19.8 229.6 0 0 451.8 "Female" 59 "Yes" "No" 0 36.833002 -119.82947 36274 1 2653 4 0 "s3"
"6567" "No" 0 52 "Offer B" "Yes" 38.71 "Yes" "Yes" "Fiber Optic" 21 "No" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Bank Withdrawal" 80.95 4233.95 0 0 2012.92 "Female" 32 "No" "No" 0 40.949012 -123.655847 1666 0 4924 0 0 "-99"
"6058" "Yes" 5 20 "None" "Yes" 13.18 "No" "Yes" "Fiber Optic" 10 "No" "No" "Yes" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 49.6 939.8 0 0 263.6 "Male" 63 "Yes" "Yes" 1 33.787298 -117.320676 36817 0 3235 1 0 "-99"
"5669" "Yes" 7 57 "None" "Yes" 14.55 "No" "Yes" "DSL" 58 "Yes" "Yes" "No" "Yes" "No" "No" "No" "No" "One Year" "No" "Credit Card" 59.6 3509.4 0 2035 829.35 "Male" 37 "Yes" "Yes" 3 40.243494 -121.154733 2664 0 4778 1 1 "-99"
"5646" "Yes" 5 72 "Offer A" "Yes" 6.95 "No" "Yes" "Fiber Optic" 57 "Yes" "No" "Yes" "Yes" "Yes" "Yes" "Yes" "No" "Two Year" "Yes" "Credit Card" 104.9 7559.55 0 4309 500.4 "Male" 43 "Yes" "Yes" 3 39.624561 -121.552866 17782 1 5169 2 0 "-99"
"1407" "Yes" 1 59 "Offer B" "Yes" 10.76 "Yes" "Yes" "Cable" 6 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "No" "One Year" "Yes" "Bank Withdrawal" 103.48 5961.1 0 358 634.84 "Male" 33 "Yes" "No" 0 40.210895 -123.86 867 1 6098 3 1 "-99"
"636" "Yes" 7 38 "Offer C" "Yes" 4.75 "Yes" "Yes" "Fiber Optic" 24 "No" "Yes" "Yes" "No" "Yes" "Yes" "No" "No" "Two Year" "Yes" "Bank Withdrawal" 102.6 4009.2 1 962 180.5 "Male" 79 "Yes" "No" 0 40.181279 -120.392967 481 1 5469 3 0 "-99"
"3287" "No" 0 14 "Offer D" "Yes" 21.03 "Yes" "Yes" "Fiber Optic" 7 "No" "Yes" "No" "No" "No" "No" "No" "Yes" "One Year" "Yes" "Mailed Check" 54.25 773.2 0 0 294.42 "Female" 33 "No" "No" 0 38.392686 -120.415951 435 0 4423 1 0 "-99"
"4075" "Yes" 6 2 "Offer E" "No" 0 "No" "Yes" "Fiber Optic" 20 "No" "Yes" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "Yes" "Mailed Check" 30.25 63.75 0 0 0 "Female" 31 "Yes" "Yes" 2 37.245505 -118.062943 1826 0 4387 3 2 "s3"
"2363" "No" 0 4 "Offer E" "Yes" 29.98 "Yes" "Yes" "Cable" 78 "No" "No" "No" "No" "No" "No" "Yes" "Yes" "Month-to-Month" "Yes" "Bank Withdrawal" 75.088 305.55 0 23.83 119.92 "Male" 20 "No" "No" 0 38.460517 -122.790335 36125 1 5668 5 1 "-99"
"5686" "Yes" 2 41 "None" "Yes" 43.19 "No" "Yes" "DSL" 59 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 94.9 3848 0 2270 1770.79 "Female" 25 "Yes" "Yes" 3 41.280478 -121.160249 386 1 3539 2 0 "-99"
"972" "Yes" 10 65 "Offer B" "Yes" 36.49 "No" "Yes" "DSL" 9 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Two Year" "Yes" "Credit Card" 105.85 6725.5 0 60.53 2371.85 "Female" 65 "Yes" "No" 0 34.061634 -117.893169 30458 0 4872 0 0 "-99"
"2036" "Yes" 1 30 "None" "Yes" 39.74 "Yes" "Yes" "DSL" 24 "No" "No" "Yes" "No" "Yes" "Yes" "Yes" "No" "Month-to-Month" "Yes" "Bank Withdrawal" 104.052 3046.15 0 731 1192.2 "Female" 64 "Yes" "No" 0 37.474396 -120.875917 40545 1 4664 2 2 "-99"
"6781" "Yes" 2 50 "None" "Yes" 36.21 "No" "Yes" "Cable" 22 "No" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "Yes" "One Year" "Yes" "Bank Withdrawal" 103.4 5236.4 0 0 1810.5 "Male" 38 "Yes" "Yes" 1 34.030578 -118.399613 58218 1 5437 2 0 "-99"
"1391" "No" 0 11 "Offer D" "Yes" 22.36 "Yes" "Yes" "Cable" 3 "No" "No" "No" "Yes" "Yes" "No" "No" "No" "Month-to-Month" "No" "Bank Withdrawal" 93.756 987.95 0 30 245.96 "Female" 46 "No" "No" 0 39.710591 -123.682799 176 1 5250 0 0 "-99"
"2125" "No" 0 58 "Offer B" "Yes" 14.99 "No" "Yes" "Fiber Optic" 13 "Yes" "Yes" "Yes" "No" "Yes" "Yes" "Yes" "No" "One Year" "Yes" "Bank Withdrawal" 110.708 6145.85 0 799 869.42 "Female" 57 "No" "No" 0 34.088017 -118.327168 32562 1 5902 4 0 "-99"
"3834" "Yes" 3 5 "Offer E" "No" 0 "No" "Yes" "Fiber Optic" 53 "No" "No" "No" "No" "No" "No" "No" "Yes" "Month-to-Month" "No" "Credit Card" 25.05 125.5 0 0 0 "Female" 40 "Yes" "Yes" 3 32.89325 -117.087091 29283 0 2071 0 0 "-99"
